Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Чайный сервиз на 6 персон ""Гармония"", 21 пр.";AL-M1789/21-E9;60317682;;14300;;7977
Чашка с блюдцем Гармония;AL-M1789/CS-E9;60317683;;890;;545
"Столовый набор на 6 персон ""Донателла"", 21 пр.";AL-20171101/21-E10;84686338;;15100;;8436
"Чайный набор на 6 персон ""Донателла"", 14 пр.";AL-20171101/14-E10;84686339;14;7030;;3907
"Кружка ""Заря"", 0.3 л";AL-M1836/M-E9;60317686;999;500;;294
"Столовый сервиз на 6 персон ""Заря"", 27 пр.";AL-M1836/27-E9;57120221;999;21190;;11810
"Чайный набор на 1 персону ""Заря"", 2 пр., 0.2 л";AL-M1836/CS-E9;57120223;999;1000;;567
"Чайный набор на 6 персон ""Заря"", 0.2 л, 12 пр.";AL-M1836/12-E9;60317685;0;5800;;3232
"Чайный сервиз на 6 персон ""Заря"", 21 пр.";AL-M1836/21-E9;57120222;3;12690;;7086
"Столовый сервиз на 12 персон ""Идилия"", 50 пр.";EM-11-21/50-AL;49655535;;36200;;20158
"Столовый сервиз на 6 персон ""Идилия"", 27 пр.";EM-11-21/27-AL;44332971;;9900;;5534
"Чайный сервиз на 12 персон ""Идилия"", 40 пр.";EM-11-21/40-AL;44332972;;11090;;6208
"Чайный сервиз на 6 персон ""Идилия"", 21 пр.";EM-11-21/21-AL;44332970;;6590;;3714
Кофейный набор на 2 персоны Инфанта (роз. + голуб.), 0.1 л, 4 пр.;AL-M1951/M1952/C2-E9;60317700;;1200;;704
Кофейный набор на 6 персон Инфанта (голуб.), 0.1 л, 12 пр.;AL-M1951/C6-E9;60317699;;3890;;2175
"Чайный набор на 2 персоны ""Инфанта"" (роз+голуб)";AL-M1951/M1952/T2-E9;75804314;;1790;;1025
Чайный набор на 6 персон Инфанта (голуб.), 0.2 л, 12 пр.;AL-M1951/T6-E9;60317701;;5590;;3149
"Кружка ""Королева Анна"", 0.3 л";AL-M1929/M-E9;60317695;999;700;;421
"Столовый сервиз на 12 персон ""Королева Анна"", 50 пр.";AL-M1929/50-E9;75804315;0;57210;;31820
"Столовый сервиз на 6 персон ""Королева Анна"", 27 пр.";AL-M1929/27-E9;57120226;999;30500;;16946
"Чайный набор на 1 персону ""Королева Анна"", 2 пр., 0.2 л";AL-M1929/CS-E9;57120228;0;1200;;704
"Чайный набор на 6 персон ""Королева Анна"": 6 чашек+ 6 блюдец, 0.2 л";AL-M1929/12-E9;57120225;999;8100;;4506
"Чайный сервиз на 12 персон ""Королева Анна"", 40 пр.";AL-M1929/40-E9;75804318;0;31790;;17686
"Чайный сервиз на 6 персон ""Королева Анна"", 21 пр.";AL-M1929/21-E9;57120227;999;17900;;9990
"Столовый сервиз на 12 персон ""Лейла"", 50 пр.";AL-16-42/50-E5;68164440;;35800;;19892
"Столовый сервиз на 6 персон ""Лейла"", 27 пр.";AL-16-42/27-E5;68164439;;18690;;10400
"Чайный набор на 1 персоу ""Лейла"", 2 пр., 0.2 л";AL-16-42/CS-E5;68164443;;1100;;742
"Чайный сервиз на 12 персон ""Лейла"", 40 пр.";AL-16-42/40-E5;68164442;;20700;;11507
"Чайный сервиз на 6 персон ""Лейла"", 21 пр.";AL-16-42/21-E5;68164441;;11590;;6483
"Столовый сервиз на 12 персон ""Лэнсбери"", 50 пр.";AL-10-78/50-E5;68164444;;31990;;17787
"Чайный сервиз на 12 персон ""Лэнсбери"", 40 пр.";AL-10-78/40-E5;68164445;;18890;;10527
"Кружка ""Маркиза"", 0.3 л";AL-M1886/M-E9;60317692;999;500;;266
"Столовый сервиз на 12 персон ""Маркиза"", 50 пр.";AL-M1886/50-E9;60317690;;35190;;19588
"Столовый сервиз на 6 персон ""Маркиза"", 27 пр.";AL-M1886/27-E9;57120229;;23800;;8477
"Чайный набор на 6 персон ""Маркиза"", 0.2 л, 12 пр.";AL-M1886/12-E9;60317687;;6600;;2942
"Чайный сервиз на 12 персон ""Маркиза"", 39 пр.";AL-M1886/39-E9;60317689;;22000;;12224
"Чайный сервиз на 6 персон ""Маркиза"", 21 пр.";AL-M1886/21-E9;60317688;999;14600;;5209
"Чашка с блюдцем ""Маркиза"", 0.2 л";AL-M1886/CS-E9;60317691;;1100;;629
"Столовый сервиз на 12 персон ""Мелисента"", 50 пр.";AL-14-310/50-E5;68164450;0;34290;;19095
"Столовый сервиз на 6 персон ""Мелисента"", 27 пр.";AL-14-310/27-E5;68164448;0;18490;;10328
"Чайный набор на 1 персоу ""Мелисента"", 2 пр., 0.2 л";AL-14-310/CS-E5;68164457;;1200;;563
"Чайный набор на 6 персон ""Мелисента"", 12 пр., 0.2 л";AL-14-310/12-E5;68164446;999;6600;;2933
"Чайный сервиз на 12 персон ""Мелисента"", 40 пр.";AL-14-310/40-E5;68164455;7;21300;;11874
"Чайный сервиз на 6 персон ""Мелисента"", 21 пр.";AL-14-310/21-E5;68164453;0;11490;;6410
"Столовый сервиз на 12 персон ""Очарование"", 50 пр.";AL-Z09Q10/50M-E6;68164460;;31800;;17688
"Столовый сервиз на 6 персон ""Очарование"", 27 пр.";AL-Z09Q10/27M-E6;68164459;999;20120;;8986
"Чайный сервиз на 6 персон ""Очарование"", 21 пр.";AL-Z09Q10-02/21M-E6;68164462;999;12100;;5382
"Столовый набор на 6 персон ""Париж"", 19 пр.";AL-20171202/19-E10;84686340;10;11740;;6526
"Чайный набор на 6 персон ""Париж"", 14 пр.";AL-20171202/14-E10;84686341;999;6150;;3418
"Столовый сервиз на 12 персон ""Престиж"", 50 пр.";AL-XR11Q04G/50M-E6;68164464;7;39800;;22126
"Столовый сервиз на 6 персон ""Престиж"", 27 пр.";AL-XR11Q04G/27M-E6;68164463;999;23860;;13268
"Чайный сервиз на 12 персон ""Престиж"", 40 пр.";AL-XR11Q04G-02/40M-E6;68164467;7;23900;;13302
"Чайный сервиз на 6 персон ""Престиж"", 21 пр.";AL-XR11Q04G-02/21M-E6;68164465;999;13520;;7566
"Кружка ""Принц Эдвард"", 0.3 л";AL-M2129/M-E9;84686342;999;590;;362
"Столовый сервиз на 6 персон ""Принц Эдвард"", 27 пр.";AL-M2129/27-E9;84686343;999;26500;;14726
"Чайный набор на 1 персону ""Принц Эдвард"", 2 пр., 0.2 л";AL-M2129/CS-E9;84686345;999;1100;;643
"Чайный сервиз на 6 персон ""Принц Эдвард"", 21 пр.";AL-M2129/21-E9;84686344;999;15790;;8806
"Столовый набор на 6 персон ""Рассвет"", 21 пр.";AL-20171085/21-E10;84686346;999;10620;;5905
"Чайный набор на 6 персон ""Рассвет"", 14 пр.";AL-20171085/14-E10;84686347;999;6150;;3418
"Чайный набор на 2 персоны ""Рашель"", 4 пр.";E8-061AB/4-AL;44332966;;1990;;1158
"Чайный сервиз на 6 персон ""Рашель"", 21 пр.";E8-061AB/21-AL;44332965;;8100;;4516
"Столовый сервиз на 12 персон ""Розовые цветы"", 50 пр.";AL-HV004011/50-E5;68164472;;30600;;17031
"Столовый сервиз на 6 персон ""Розовые цветы"", 27 пр.";AL-HV004011/27-E5;68164470;;10590;;5895
"Чайный набор на 1 персоу ""Розовые цветы"", 2 пр., 0.2 л";AL-HV004011/CS-E5;68164479;;1200;;704
"Чайный сервиз на 12 персон ""Розовые цветы"", 40 пр.";AL-HV004011/40-E5;68164476;;15200;;8473
"Чайный сервиз на 6 персон ""Розовые цветы"", 21 пр.";AL-HV004011/21-E5;68164475;;11490;;6410
"Кружка  ""Розовый танец"", 0.3 л";E9-M1661/M-AL;49655523;;390;;277
"Кружка ""Розовый танец"", 0.3 л";AL-M1661/M-E9;60317678;999;590;;347
"Столовый сервиз на 6 персон ""Розовый танец"", 27 пр.";AL-M1661/27-E9;57120230;999;24490;;13616
"Столовый сервиз на 6 персон ""Розовый танец"", 27 пр.";E9-M1661/27-AL;49655521;;20590;;11457
"Чайный набор на 1 персону  ""Розовый танец"", 2 пр., 0.2 л";AL-M1661/CS-E9;57120233;999;1100;;629
"Чайный набор на 1 персону ""Розовый танец"", 0.25 л, 2 пр.";E9-M1661/CS-AL;49655522;;890;;526
"Чайный набор на 6 персон ""Розовый танец"", 0.2 л, 12 пр.";AL-M1661/12-E9;60317677;999;6600;;2942
"Чайный набор на 6 персон ""Розовый танец"", 0.25 л, 12 пр.";E9-M1661/12-AL;49655518;;5390;;3049
"Чайный сервиз на 6 персон ""Розовый танец"", 21 пр.";E9-M1661/21-AL;49655520;;12100;;6745
"Чайный сервиз на 6 персон ""Розовый танец"", 21 пр.";AL-M1661/21-E9;57120232;999;15000;;8362
"Столовый сервиз на 6 персон ""Романтика"", 27 пр.";AL-HV005011/27-E5;68164481;;10590;;5895
"Чайный сервиз на 6 персон ""Романтика"", 21 пр.";AL-HV005011/21-E5;68164482;;6600;;3667
"Кружка  ""Сан Марино"", 0.3 л";E9-M1744/M-AL;49655528;;400;;262
"Кружка ""Сан Марино"", 0.3 л";AL-M1744/M-E9;60317680;999;490;;325
"Столовый сервиз на 12 персон ""Сан Марино"", 50 пр.";AL-M1744/50-E9;57120237;;45100;;25086
"Столовый сервиз на 6 персон ""Сан Марино"", 27 пр.";AL-M1744/27-E9;57120235;999;24490;;13616
"Столовый сервиз на 6 персон ""Сан Марино"", 27 пр.";E9-M1744/27-AL;49655526;;20690;;11550
"Чайный набор на 1 персону ""Сан Марино"", 0.25 л, 2 пр.";E9-M1744/CS-AL;49655527;;890;;526
"Чайный набор на 1 персону ""Сан Марино"", 2 пр., 0.2 л";AL-M1744/CS-E9;57120241;7;1100;;643
"Чайный набор на 6 персон ""Сан Марино"", 0.25 л, 12 пр.";E9-M1744/12-AL;49655524;;5390;;3049
"Чайный набор на 6 персон ""Сан Марино"", 12 пр., 0.2 л";AL-M1744/12-E9;57120234;0;6100;;3418
"Чайный сервиз на 12 персон ""Сан Марино"", 39 пр.";AL-M1744/39-E9;60317679;;19600;;10903
"Чайный сервиз на 12 персон ""Сан Марино"", 40 пр.";AL-M1744/40-E9;57120240;;19600;;10903
"Чайный сервиз на 6 персон ""Сан Марино"", 21 пр.";E9-M1744/21-AL;49655525;;12190;;6800
"Чайный сервиз на 6 персон ""Сан Марино"", 21 пр.";AL-M1744/21-E9;57120239;999;15000;;8362
"Столовый сервиз на 12 персон ""Сказка"", 50 пр.";AL-W16Q62G/50-E6;75804316;;34690;;19288
"Столовый сервиз на 6 персон ""Сказка"", 27 пр.";AL-W16Q62G/27-E6;68164484;;18990;;10567
"Чайный сервиз на 12 персон ""Сказка"", 40 пр.";AL-W16Q62G/40-E6;68164487;;21690;;12059
"Чайный сервиз на 6 персон ""Сказка"", 21 пр.";AL-W16Q62G/21-E6;68164486;;10790;;6030
"Столовый сервиз на 12 персон ""Стефания"", 50 пр.";E8-HA022/50-AL;40052004;;26100;;14511
"Столовый сервиз на 6 персон ""Стефания"", 27 пр.";E8-HA022/27-AL;40052002;;13000;;7243
"Чайный сервиз на 12 персон ""Стефания"", 40 пр.";E8-HA022/40-AL;40052003;;15800;;8783
"Чайный сервиз на 6 персон ""Стефания"", 21 пр.";E8-HA022/21-AL;40052001;;8290;;4631
"Кружка ""Фантазия"", 0.3 л";AL-M2125/M-E9;84686348;999;600;;259
"Столовый сервиз на 6 персон ""Фантазия"", 27 пр.";AL-M2125/27-E9;84686349;999;26500;;10308
"Чайный набор на 1 персону ""Фантазия"", 2 пр., 0.2 л";AL-M2125/CS-E9;84686351;999;1200;;486
"Чайный сервиз на 6 персон ""Фантазия"", 21 пр.";AL-M2125/21-E9;84686350;999;16090;;6267
"Столовый сервиз на 12 персон ""Фортуна"", 50 пр.";E8-HA037/50-AL;40052009;;21500;;10965
"Столовый сервиз на 6 персон ""Фортуна"", 27 пр.";E8-HA037/27-AL;40052007;;11000;;6139
"Чайный сервиз на 12 персон ""Фортуна"", 40 пр.";E8-HA037/40-AL;40052008;;13690;;7614
"Чайный сервиз на 6 персон ""Фортуна"", 21 пр.";E8-HA037/21-AL;40052005;;6890;;3856
"Столовый сервиз на 6 персон ""Шарлотта"", 27 пр.";AL-14-604/27-E5;68164491;;16600;;9275
"Чайный набор на 6 персон ""Шарлотта"", 12 пр., 0.2 л";AL-14-604/12-E5;68164488;;5690;;3182
"Чайный сервиз на 6 персон ""Шарлотта"", 21 пр.";AL-14-604/21-E5;68164493;3;10100;;5618
"Столовый сервиз на 12 персон ""Шенонсо"", 50 пр.";AL-10-12/50-E5;68164498;0;32290;;17993
"Столовый сервиз на 6 персон ""Шенонсо"", 27 пр.";AL-10-12/27-E5;68164496;12;17300;;9650
"Чайный сервиз на 12 персон ""Шенонсо"", 40 пр.";AL-10-12/40-E5;68164502;0;19400;;10796
"Чайный сервиз на 6 персон ""Шенонсо"", 21 пр.";AL-10-12/21-E5;68164500;18;11300;;6293
"Кружка ""Эдинбург"", 0.3 л";AL-M1924/M-E9;60317694;;490;;288
"Столовый сервиз на 12 персон ""Эдинбург"", 50 пр.";AL-M1924/50-E9;57120244;;39490;;21991
"Столовый сервиз на 6 персон ""Эдинбург"", 27 пр.";AL-M1924/27-E9;57120243;;23400;;13053
"Чайный набор на 1 персону ""Эдинбург"", 2 пр., 0.25 л";AL-M1924/CS-E9;57120247;;990;;569
"Чайный набор на 6 персон ""Эдинбург"" , 12 пр., 0.25 л";AL-M1924/12-E9;57120242;;6600;;3688
