Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
013.020600.001;46704;Ложка Continenta, оливковое дерево;557;760;Оливковое дерево;На складе;>20;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;30 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10391.jpg;;4017167492100;0.07;Кухонные аксессуары;
013.020600.002;46705;Ложка заостренная Continenta, оливковое дерево;557;760;Оливковое дерево;На складе;>20;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;30 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10393.jpg;;4017167492209;0.07;Кухонные аксессуары;
013.020600.003;46706;Ложка с отверстием Continenta, оливковое дерево;445;607;Оливковое дерево;На складе;4;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;30 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10394.jpg;Распродажа;4017167492308;0.07;Кухонные аксессуары;
013.020600.005;47365;Ложка для меда Continenta, оливковое дерево;426;581;Оливковое дерево;На складе;9;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;16 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10766.jpg;;4017167511214;0.00;Кухонные аксессуары;
013.020800.001;46707;Лопатка Continenta, оливковое дерево;425;580;Оливковое дерево;На складе;>20;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;30 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10396.jpg;;4017167493008;0.05;Кухонные аксессуары;
013.020800.002;46708;Лопатка Continenta;537;732;Оливковое дерево;Ожидается;Ожидается;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Кухонные инструменты;32 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10395.jpg;;4017167493206;0.00;Кухонные аксессуары;
013.022700.003;57451;Миска для орехов с щипцами Continenta, каучуковое дерево;2337;3187;Каучуковое дерево, нержавеющая сталь;На складе;3;Continenta;КИТАЙ;Германия;Предметы сервировки стола;Для орехов;19x19x11 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14688.jpg;;4017167309101;0.00;Кухонные аксессуары;
013.040701.004;39753;Разделочная доска Continenta, цвет натуральный;655;893;Каучуковое дерево;Ожидается;Ожидается;Continenta;КИТАЙ;Германия;Кухонные принадлежности;Доски разделочные;26*16,5*1,2 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7646.jpg;;4017167326009;0.00;Разделочные доски;
013.040701.005;39754;Разделочная доска Continenta, цвет натуральный;790;1077;Каучуковое дерево;На складе;9;Continenta;КИТАЙ;Германия;Кухонные принадлежности;Доски разделочные;30*19*1,5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7284.jpg;;4017167326108;0.00;Разделочные доски;
013.040701.006;39755;Разделочная доска Continenta, цвет натуральный;1209;1649;Каучуковое дерево;Ожидается;Ожидается;Continenta;КИТАЙ;Германия;Кухонные принадлежности;Доски разделочные;36*23*1,8 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7285.jpg;;4017167326207;3.00;Разделочные доски;
013.040701.009;39757;Разделочная доска Continenta, цвет натуральный;704;960;Каучуковое дерево;На складе;>20;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;26*18*1,5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7647.jpg;;4017167401508;5.88;Разделочные доски;
013.040701.010;39758;Разделочная доска Continenta, цвет натуральный;1008;1375;Каучуковое дерево;Ожидается;Ожидается;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;30*21,5*2 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7283.jpg;;4017167401607;0.00;Разделочные доски;
013.040701.011;39759;Разделочная доска Continenta, цвет натуральный;1507;2055;Каучуковое дерево;Ожидается;Ожидается;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;35*25*2 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7648.jpg;;4017167401706;3.30;Разделочные доски;
013.040701.014;39762;Разделочная доска Continenta, акация;780;1064;Акация;На складе;>20;Continenta;ТАИЛАНД;Германия;Кухонные принадлежности;Доски разделочные;26*16,5*1,2 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7274.jpg;;4017167481005;3.70;Разделочные доски;
013.040701.015;39763;Разделочная доска Continenta, акация;1965;2680;Акация;На складе;>20;Continenta;ТАИЛАНД;Германия;Кухонные принадлежности;Доски разделочные;36*23*1,8 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7620.jpg;;4017167481104;6.00;Разделочные доски;
013.040701.016;39764;Разделочная доска Continenta, акация;4411;6015;Акация;На складе;9;Continenta;ТАИЛАНД;Германия;Кухонные принадлежности;Доски разделочные;36,5*25*2,8 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7275.jpg;;4017167485003;4.50;Разделочные доски;
013.040701.017;39765;Разделочная доска Continenta, акация;5678;7743;Акация;На складе;6;Continenta;ТАИЛАНД;Германия;Кухонные принадлежности;Доски разделочные;42,4*29*3,2 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7621.jpg;;4017167485102;7.05;Разделочные доски;
013.040701.021;42994;Блок мясника Continenta с метал. вставкой-подносом, цвет натуральный;4186;5708;Каучуковое дерево, нержавеющая сталь;На складе;5;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;39*27*6 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7290.jpg;;4017167402604;15.00;Разделочные доски;
013.040701.025;42624;Разделочная доска Continenta, акация;3368;4593;Акация;Ожидается;Ожидается;Continenta;ТАИЛАНД;Германия;Кухонные принадлежности;Доски разделочные;43*29*2,4 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7619.jpg;;4017167482101;9.96;Разделочные доски;
013.040701.032;46700;Разделочная доска Continenta, каучуковое дерево;259;353;Каучуковое дерево;На складе;>20;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;220*150*10 мм;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10386.jpg;;4017167303802;0.00;Разделочные доски;
013.040701.033;46710;Разделочная доска Continenta, оливковое дерево, малая;1549;2112;Оливковое дерево;На складе;11;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Доски разделочные;250*150*12 мм;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10398.jpg;;4017167497204;0.00;Разделочные доски;
013.040701.034;46711;Разделочная доска Continenta, оливковое дерево;3729;5085;Оливковое дерево;На складе;10;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Доски разделочные;340*220*16 мм;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10397.jpg;;4017167497402;0.00;Разделочные доски;
013.040701.035;46712;Разделочная доска для хлеба Continenta, оливковое дерево;4351;5933;Оливковое дерево;На складе;3;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Доски разделочные;370*250*16 мм;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10399.jpg;;4017167499000;0.00;Разделочные доски;
013.040701.036;46951;Разделочная доска Continenta, оливковое дерево;2774;3783;Оливковое дерево;На складе;6;Continenta;АЛБАНИЯ;Германия;Кухонные принадлежности;Доски разделочные;290*180*16 мм;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10547.jpg;;4017167497303;0.00;Разделочные доски;
013.040701.038;46954;Разделочная доска Continenta, цвет натуральный;2721;3710;Каучуковое дерево;Ожидается;Ожидается;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;37х29х2,7 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/13865.jpg;;4017167400402;1.89;Разделочные доски;
013.040701.039;46955;Разделочная доска Continenta, цвет натуральный;3415;4657;Каучуковое дерево;Ожидается;Ожидается;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Доски разделочные;42*34*2,7 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/13866.jpg;;4017167400501;2.40;Разделочные доски;
013.040701.042;48162;Емкость для сыра/миска для салата Continenta, каучуковое дерево;2175;2966;Каучуковое дерево, стекло;На складе;15;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Ёмкости для хранения;20,5х20,5х11см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11519.jpg;;4017167329505;0.84;Кухонные аксессуары;
013.040701.043;48163;Емкость для сыра/миска для салата Continenta, каучуковое дерево;3059;4171;Каучуковое дерево, стекло;На складе;4;Continenta;ВЬЕТНАМ;Германия;Кухонные принадлежности;Ёмкости для хранения;26,5х26,5х13 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11520.jpg;;4017167329604;1.46;Кухонные аксессуары;
